run_name,model_type,param_model_type,param_C,param_max_iter,train_accuracy,train_precision,train_recall,train_f1,val_accuracy,val_precision,val_recall,val_f1,param_n_estimators,param_max_depth
logreg_C_1.0,logreg,logreg,1.0,500.0,0.9882697947214076,0.9861111111111112,0.9953271028037384,0.9906976744186047,0.9912280701754386,0.9861111111111112,1.0,0.993006993006993,,
logreg_C_0.1,logreg,logreg,0.1,500.0,0.9882697947214076,0.9861111111111112,0.9953271028037384,0.9906976744186047,0.9736842105263158,0.9594594594594594,1.0,0.9793103448275862,,
rf_200_depth_8,random_forest,random_forest,,,1.0,1.0,1.0,1.0,0.956140350877193,0.9583333333333334,0.971830985915493,0.965034965034965,200.0,8.0
rf_100_depth_5,random_forest,random_forest,,,0.9941348973607038,0.9907407407407407,1.0,0.9953488372093023,0.9473684210526315,0.9577464788732394,0.9577464788732394,0.9577464788732394,100.0,5.0
